Year,Province,Location,New Housing Price Index,Avg_Value,Number_of_Study_Permits_Issued,Study_Permit_To_Value_Impact_Metric,Total_Workers_Count,Number_of_Class_Titles,Most_Common_Class_Title,Workers_To_Housing_Impact_Ratio,Combined_Impact_Ratio,Avg_Total_CPI,Avg_Total_CPI_Seasonally_Adjusted,Avg_STATIC_TOTALCPICHANGE,Avg_CPI_TRIM,Avg_CPI_MEDIAN
2017,Quebec,Quebec,Total (house and land),100.25,108870.0,1085.99,15475.0,482.0,0011 - Legislators,154.36,620.18,130.42,130.43,1.6,1.44,1.63
2017,Quebec,"Sherbrooke, Quebec",Total (house and land),99.33,108870.0,1096.04,15475.0,482.0,0011 - Legislators,155.79,625.92,130.42,130.43,1.6,1.44,1.63
2019,Nova Scotia,Nova Scotia,Total (house and land),101.92,126555.0,1241.71,4485.0,391.0,0012 - Senior government managers and officials,44.01,642.86,135.98,135.97,1.94,2.05,2.01
2020,New Brunswick,New Brunswick,House only,103.17,105815.0,1025.64,2510.0,369.0,"0013 - Senior managers - financial, communications and other business services",24.33,524.99,136.96,136.95,0.73,1.77,1.88
2020,Alberta,Prairie Region,House only,96.0,105815.0,1102.24,6200.0,436.0,0011 - Legislators,64.58,583.41,136.96,136.95,0.73,1.77,1.88
2020,Alberta,Prairie Region,Land only,100.0,105815.0,1058.15,6200.0,436.0,0011 - Legislators,62.0,560.08,136.96,136.95,0.73,1.77,1.88
2021,Alberta,"Edmonton, Alberta",House only,101.83,152280.0,1495.43,3710.0,436.0,0011 - Legislators,36.43,765.93,141.61,141.61,3.4,2.91,2.65
2023,Quebec,Quebec,House only,149.42,181960.0,1217.78,13935.0,482.0,0011 - Legislators,93.26,655.52,157.11,157.11,3.89,3.89,4.02
2016,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2019,Ontario,"Oshawa, Ontario",Land only,106.0,126555.0,1193.92,29875.0,475.0,0011 - Legislators,281.84,737.88,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Oshawa, Ontario",Total (house and land),104.67,105815.0,1010.94,17775.0,475.0,0011 - Legislators,169.82,590.38,136.96,136.95,0.73,1.77,1.88
2017,Ontario,"Windsor, Ontario",House only,100.92,108870.0,1078.78,26770.0,475.0,0011 - Legislators,265.26,672.02,130.42,130.43,1.6,1.44,1.63
2021,Quebec,"Montréal, Quebec",House only,141.0,152280.0,1080.0,17550.0,482.0,0011 - Legislators,124.47,602.24,141.61,141.61,3.4,2.91,2.65
2016,Saskatchewan,"Regina, Saskatchewan",Land only,98.75,103720.0,1050.33,6020.0,386.0,0012 - Senior government managers and officials,60.96,555.65,128.37,128.38,1.44,1.82,1.99
2018,Nova Scotia,"Halifax, Nova Scotia",House only,101.75,117625.0,1156.02,3115.0,391.0,0012 - Senior government managers and officials,30.61,593.31,133.38,133.36,2.27,1.94,1.88
2018,Quebec,Quebec,House only,102.67,117625.0,1145.66,17045.0,482.0,0011 - Legislators,166.02,655.84,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"Guelph, Ontario",Land only,104.0,117625.0,1131.01,27435.0,475.0,0011 - Legislators,263.8,697.41,133.38,133.36,2.27,1.94,1.88
2020,Ontario,Ontario,Land only,108.08,105815.0,979.04,17775.0,475.0,0011 - Legislators,164.46,571.75,136.96,136.95,0.73,1.77,1.88
2021,Saskatchewan,"Saskatoon, Saskatchewan",Land only,100.17,152280.0,1520.22,6115.0,386.0,0012 - Senior government managers and officials,61.05,790.64,141.61,141.61,3.4,2.91,2.65
2022,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,102.0,168235.0,1649.36,3240.0,310.0,0012 - Senior government managers and officials,31.76,840.56,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Oshawa, Ontario",Total (house and land),121.33,181960.0,1499.71,29680.0,475.0,0011 - Legislators,244.62,872.17,157.11,157.11,3.89,3.89,4.02
2021,Ontario,"Guelph, Ontario",Land only,107.33,152280.0,1418.8,22675.0,475.0,0011 - Legislators,211.26,815.03,141.61,141.61,3.4,2.91,2.65
2015,Quebec,"Sherbrooke, Quebec",Total (house and land),0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2019,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,101.25,126555.0,1249.93,22435.0,482.0,0011 - Legislators,221.58,735.76,135.98,135.97,1.94,2.05,2.01
2022,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",House only,153.83,168235.0,1093.64,29435.0,475.0,0011 - Legislators,191.35,642.5,151.24,151.24,6.8,5.25,4.84
2015,Ontario,"Guelph, Ontario",House only,0.0,96265.0,,23515.0,475.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2016,Nova Scotia,"Halifax, Nova Scotia",Total (house and land),98.83,103720.0,1049.48,2955.0,391.0,0012 - Senior government managers and officials,29.9,539.69,128.37,128.38,1.44,1.82,1.99
2018,Nova Scotia,"Halifax, Nova Scotia",Land only,99.83,117625.0,1178.25,3115.0,391.0,0012 - Senior government managers and officials,31.2,604.73,133.38,133.36,2.27,1.94,1.88
2020,Prince Edward Island,Prince Edward Island,Total (house and land),103.0,105815.0,1027.33,1185.0,250.0,0011 - Legislators,11.5,519.42,136.96,136.95,0.73,1.77,1.88
2020,Quebec,"Montréal, Quebec",Total (house and land),115.25,105815.0,918.13,14745.0,482.0,0011 - Legislators,127.94,523.04,136.96,136.95,0.73,1.77,1.88
2020,British Columbia,"Vancouver, British Columbia",Land only,108.58,105815.0,974.53,7240.0,470.0,0011 - Legislators,66.68,520.61,136.96,136.95,0.73,1.77,1.88
2020,British Columbia,"Victoria, British Columbia",Total (house and land),103.25,105815.0,1024.84,7240.0,470.0,0011 - Legislators,70.12,547.48,136.96,136.95,0.73,1.77,1.88
2020,British Columbia,"Victoria, British Columbia",Land only,102.33,105815.0,1034.06,7240.0,470.0,0011 - Legislators,70.75,552.41,136.96,136.95,0.73,1.77,1.88
2022,Newfoundland and Labrador,Newfoundland and Labrador,House only,106.92,168235.0,1573.47,3240.0,310.0,0012 - Senior government managers and officials,30.3,801.89,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Hamilton, Ontario",Total (house and land),115.17,181960.0,1579.93,29680.0,475.0,0011 - Legislators,257.71,918.82,157.11,157.11,3.89,3.89,4.02
2016,New Brunswick,New Brunswick,House only,98.58,103720.0,1052.14,1285.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.04,532.59,128.37,128.38,1.44,1.82,1.99
2019,Alberta,"Calgary, Alberta",Total (house and land),97.67,126555.0,1295.74,5500.0,436.0,0011 - Legislators,56.31,676.03,135.98,135.97,1.94,2.05,2.01
2019,British Columbia,British Columbia,House only,106.17,126555.0,1192.0,15480.0,470.0,0011 - Legislators,145.8,668.9,135.98,135.97,1.94,2.05,2.01
2022,British Columbia,British Columbia,House only,127.08,168235.0,1323.85,12545.0,470.0,0011 - Legislators,98.72,711.29,151.24,151.24,6.8,5.25,4.84
2016,Saskatchewan,Saskatchewan,House only,99.92,103720.0,1038.03,6020.0,386.0,0012 - Senior government managers and officials,60.25,549.14,128.37,128.38,1.44,1.82,1.99
2016,Alberta,"Calgary, Alberta",House only,100.0,103720.0,1037.2,7035.0,436.0,0011 - Legislators,70.35,553.78,128.37,128.38,1.44,1.82,1.99
2020,Prince Edward Island,"Charlottetown, Prince Edward Island",Land only,100.5,105815.0,1052.89,1185.0,250.0,0011 - Legislators,11.79,532.34,136.96,136.95,0.73,1.77,1.88
2020,Saskatchewan,"Regina, Saskatchewan",Land only,98.58,105815.0,1073.39,4500.0,386.0,0012 - Senior government managers and officials,45.65,559.52,136.96,136.95,0.73,1.77,1.88
2021,Quebec,"Québec, Quebec",Total (house and land),114.67,152280.0,1327.98,17550.0,482.0,0011 - Legislators,153.05,740.52,141.61,141.61,3.4,2.91,2.65
2017,New Brunswick,New Brunswick,Land only,100.0,108870.0,1088.7,1370.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.7,551.2,130.42,130.43,1.6,1.44,1.63
2018,Quebec,Quebec,Land only,100.92,117625.0,1165.53,17045.0,482.0,0011 - Legislators,168.9,667.22,133.38,133.36,2.27,1.94,1.88
2019,British Columbia,British Columbia,Land only,104.5,126555.0,1211.05,15480.0,470.0,0011 - Legislators,148.13,679.59,135.98,135.97,1.94,2.05,2.01
2020,Quebec,"Montréal, Quebec",Land only,107.75,105815.0,982.04,14745.0,482.0,0011 - Legislators,136.84,559.44,136.96,136.95,0.73,1.77,1.88
2021,Quebec,"Québec, Quebec",House only,118.75,152280.0,1282.36,17550.0,482.0,0011 - Legislators,147.79,715.07,141.61,141.61,3.4,2.91,2.65
2023,British Columbia,"Vancouver, British Columbia",House only,126.58,181960.0,1437.51,13760.0,470.0,0011 - Legislators,108.71,773.11,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Windsor, Ontario",Total (house and land),95.0,96265.0,1013.32,23515.0,475.0,0011 - Legislators,247.53,630.43,126.57,126.56,1.13,1.63,1.77
2015,Alberta,Alberta,Total (house and land),100.17,96265.0,961.02,8370.0,436.0,0011 - Legislators,83.56,522.29,126.57,126.56,1.13,1.63,1.77
2019,Saskatchewan,"Saskatoon, Saskatchewan",House only,94.58,126555.0,1338.07,5215.0,386.0,0012 - Senior government managers and officials,55.14,696.61,135.98,135.97,1.94,2.05,2.01
2021,Newfoundland and Labrador,Newfoundland and Labrador,Land only,100.0,152280.0,1522.8,1535.0,310.0,0012 - Senior government managers and officials,15.35,769.07,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,159.0,168235.0,1058.08,29435.0,475.0,0011 - Legislators,185.13,621.61,151.24,151.24,6.8,5.25,4.84
2023,Nova Scotia,"Halifax, Nova Scotia",Total (house and land),120.92,181960.0,1504.8,6735.0,391.0,0012 - Senior government managers and officials,55.7,780.25,157.11,157.11,3.89,3.89,4.02
2015,,Canada,Land only,97.33,96265.0,989.06,,,,,,126.57,126.56,1.13,1.63,1.77
2016,Nova Scotia,Atlantic Region,Land only,99.33,103720.0,1044.2,2955.0,391.0,0012 - Senior government managers and officials,29.75,536.98,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,101.58,108870.0,1071.77,26770.0,475.0,0011 - Legislators,263.54,667.66,130.42,130.43,1.6,1.44,1.63
2018,Quebec,"Trois-Rivières, Quebec",Total (house and land),100.25,117625.0,1173.32,17045.0,482.0,0011 - Legislators,170.02,671.67,133.38,133.36,2.27,1.94,1.88
2019,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,104.75,126555.0,1208.16,22435.0,482.0,0011 - Legislators,214.18,711.17,135.98,135.97,1.94,2.05,2.01
2019,Ontario,"St. Catharines-Niagara, Ontario",Land only,105.25,126555.0,1202.42,29875.0,475.0,0011 - Legislators,283.85,743.14,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Hamilton, Ontario",House only,109.17,105815.0,969.27,17775.0,475.0,0011 - Legislators,162.82,566.05,136.96,136.95,0.73,1.77,1.88
2023,Nova Scotia,Atlantic Region,Land only,102.0,181960.0,1783.92,6735.0,391.0,0012 - Senior government managers and officials,66.03,924.98,157.11,157.11,3.89,3.89,4.02
2015,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,96265.0,967.49,930.0,310.0,0012 - Senior government managers and officials,9.35,488.42,126.57,126.56,1.13,1.63,1.77
2015,Prince Edward Island,Prince Edward Island,Land only,98.75,96265.0,974.84,240.0,250.0,0011 - Legislators,2.43,488.64,126.57,126.56,1.13,1.63,1.77
2016,British Columbia,"Vancouver, British Columbia",Land only,99.25,103720.0,1045.04,10115.0,470.0,0011 - Legislators,101.91,573.48,128.37,128.38,1.44,1.82,1.99
2017,Alberta,Alberta,House only,99.67,108870.0,1092.3,5980.0,436.0,0011 - Legislators,60.0,576.15,130.42,130.43,1.6,1.44,1.63
2021,,Canada,House only,116.75,152280.0,1304.33,,,,,,141.61,141.61,3.4,2.91,2.65
2016,Alberta,"Edmonton, Alberta",House only,100.25,103720.0,1034.61,7035.0,436.0,0011 - Legislators,70.17,552.39,128.37,128.38,1.44,1.82,1.99
2018,British Columbia,British Columbia,Total (house and land),107.25,117625.0,1096.74,12395.0,470.0,0011 - Legislators,115.57,606.16,133.38,133.36,2.27,1.94,1.88
2019,Ontario,Ontario,House only,103.33,126555.0,1224.77,29875.0,475.0,0011 - Legislators,289.12,756.94,135.98,135.97,1.94,2.05,2.01
2019,Saskatchewan,"Regina, Saskatchewan",Total (house and land),95.92,126555.0,1319.38,5215.0,386.0,0012 - Senior government managers and officials,54.37,686.88,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",House only,112.5,105815.0,940.58,17775.0,475.0,0011 - Legislators,158.0,549.29,136.96,136.95,0.73,1.77,1.88
2021,,Canada,Land only,112.33,152280.0,1355.65,,,,,,141.61,141.61,3.4,2.91,2.65
2022,Nova Scotia,Atlantic Region,House only,119.67,168235.0,1405.82,8140.0,391.0,0012 - Senior government managers and officials,68.02,736.92,151.24,151.24,6.8,5.25,4.84
2022,Prince Edward Island,"Charlottetown, Prince Edward Island",House only,125.75,168235.0,1337.85,2290.0,250.0,0011 - Legislators,18.21,678.03,151.24,151.24,6.8,5.25,4.84
2018,British Columbia,"Kelowna, British Columbia",Total (house and land),103.0,117625.0,1141.99,12395.0,470.0,0011 - Legislators,120.34,631.17,133.38,133.36,2.27,1.94,1.88
2019,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),106.25,126555.0,1191.11,29875.0,475.0,0011 - Legislators,281.18,736.15,135.98,135.97,1.94,2.05,2.01
2019,Alberta,Prairie Region,Land only,100.0,126555.0,1265.55,5500.0,436.0,0011 - Legislators,55.0,660.28,135.98,135.97,1.94,2.05,2.01
2019,Saskatchewan,"Regina, Saskatchewan",Land only,100.0,126555.0,1265.55,5215.0,386.0,0012 - Senior government managers and officials,52.15,658.85,135.98,135.97,1.94,2.05,2.01
2023,Quebec,"Trois-Rivières, Quebec",Land only,104.0,181960.0,1749.62,13935.0,482.0,0011 - Legislators,133.99,941.81,157.11,157.11,3.89,3.89,4.02
2019,Manitoba,Manitoba,Land only,101.0,126555.0,1253.02,8615.0,409.0,0012 - Senior government managers and officials,85.3,669.16,135.98,135.97,1.94,2.05,2.01
2016,Ontario,"Toronto, Ontario",Total (house and land),96.33,103720.0,1076.72,25565.0,475.0,0011 - Legislators,265.39,671.06,128.37,128.38,1.44,1.82,1.99
2016,Saskatchewan,"Saskatoon, Saskatchewan",Total (house and land),99.58,103720.0,1041.57,6020.0,386.0,0012 - Senior government managers and officials,60.45,551.01,128.37,128.38,1.44,1.82,1.99
2016,British Columbia,"Vancouver, British Columbia",Total (house and land),98.5,103720.0,1052.99,10115.0,470.0,0011 - Legislators,102.69,577.84,128.37,128.38,1.44,1.82,1.99
2019,Alberta,"Calgary, Alberta",House only,96.08,126555.0,1317.18,5500.0,436.0,0011 - Legislators,57.24,687.21,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,111.33,105815.0,950.46,17775.0,475.0,0011 - Legislators,159.66,555.06,136.96,136.95,0.73,1.77,1.88
2021,New Brunswick,New Brunswick,Total (house and land),110.83,152280.0,1374.0,4175.0,369.0,"0013 - Senior managers - financial, communications and other business services",37.67,705.84,141.61,141.61,3.4,2.91,2.65
2021,Quebec,"Trois-Rivières, Quebec",Total (house and land),108.58,152280.0,1402.47,17550.0,482.0,0011 - Legislators,161.63,782.05,141.61,141.61,3.4,2.91,2.65
2022,Nova Scotia,Nova Scotia,Land only,103.0,168235.0,1633.35,8140.0,391.0,0012 - Senior government managers and officials,79.03,856.19,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Guelph, Ontario",Land only,107.25,181960.0,1696.6,29680.0,475.0,0011 - Legislators,276.74,986.67,157.11,157.11,3.89,3.89,4.02
2017,Ontario,"St. Catharines-Niagara, Ontario",Land only,101.17,108870.0,1076.11,26770.0,475.0,0011 - Legislators,264.6,670.36,130.42,130.43,1.6,1.44,1.63
2018,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,97.67,117625.0,1204.31,1100.0,310.0,0012 - Senior government managers and officials,11.26,607.79,133.38,133.36,2.27,1.94,1.88
2018,Alberta,"Edmonton, Alberta",House only,98.67,117625.0,1192.1,5060.0,436.0,0011 - Legislators,51.28,621.69,133.38,133.36,2.27,1.94,1.88
2020,Quebec,"Québec, Quebec",Land only,101.83,105815.0,1039.13,14745.0,482.0,0011 - Legislators,144.8,591.97,136.96,136.95,0.73,1.77,1.88
2022,Alberta,Alberta,Land only,104.58,168235.0,1608.67,5205.0,436.0,0011 - Legislators,49.77,829.22,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Oshawa, Ontario",Land only,114.17,181960.0,1593.76,29680.0,475.0,0011 - Legislators,259.96,926.86,157.11,157.11,3.89,3.89,4.02
2015,Alberta,Alberta,House only,101.17,96265.0,951.52,8370.0,436.0,0011 - Legislators,82.73,517.13,126.57,126.56,1.13,1.63,1.77
2018,Alberta,Prairie Region,Total (house and land),99.33,117625.0,1184.18,5060.0,436.0,0011 - Legislators,50.94,617.56,133.38,133.36,2.27,1.94,1.88
2019,Quebec,"Trois-Rivières, Quebec",Land only,100.33,126555.0,1261.39,22435.0,482.0,0011 - Legislators,223.61,742.5,135.98,135.97,1.94,2.05,2.01
2020,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,103.17,105815.0,1025.64,2510.0,369.0,"0013 - Senior managers - financial, communications and other business services",24.33,524.99,136.96,136.95,0.73,1.77,1.88
2015,Alberta,Prairie Region,Total (house and land),100.0,96265.0,962.65,8370.0,436.0,0011 - Legislators,83.7,523.18,126.57,126.56,1.13,1.63,1.77
2016,Ontario,"Oshawa, Ontario",Land only,8.33,103720.0,12451.38,25565.0,475.0,0011 - Legislators,3069.03,7760.21,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),102.5,108870.0,1062.15,26770.0,475.0,0011 - Legislators,261.17,661.66,130.42,130.43,1.6,1.44,1.63
2020,Ontario,"London, Ontario",Total (house and land),116.17,105815.0,910.86,17775.0,475.0,0011 - Legislators,153.01,531.94,136.96,136.95,0.73,1.77,1.88
2020,Saskatchewan,Saskatchewan,Total (house and land),94.83,105815.0,1115.84,4500.0,386.0,0012 - Senior government managers and officials,47.45,581.65,136.96,136.95,0.73,1.77,1.88
2022,Nova Scotia,"Halifax, Nova Scotia",Land only,103.0,168235.0,1633.35,8140.0,391.0,0012 - Senior government managers and officials,79.03,856.19,151.24,151.24,6.8,5.25,4.84
2022,Quebec,"Sherbrooke, Quebec",Total (house and land),110.25,168235.0,1525.94,17755.0,482.0,0011 - Legislators,161.04,843.49,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Windsor, Ontario",Total (house and land),145.58,181960.0,1249.9,29680.0,475.0,0011 - Legislators,203.87,726.89,157.11,157.11,3.89,3.89,4.02
2023,Manitoba,Manitoba,Total (house and land),140.58,181960.0,1294.35,1145.0,409.0,0012 - Senior government managers and officials,8.14,651.25,157.11,157.11,3.89,3.89,4.02
2015,Quebec,"Trois-Rivières, Quebec",Land only,0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2015,Alberta,"Edmonton, Alberta",Land only,99.0,96265.0,972.37,8370.0,436.0,0011 - Legislators,84.55,528.46,126.57,126.56,1.13,1.63,1.77
2019,,Canada,House only,102.0,126555.0,1240.74,,,,,,135.98,135.97,1.94,2.05,2.01
2021,Ontario,"Windsor, Ontario",House only,129.75,152280.0,1173.64,22675.0,475.0,0011 - Legislators,174.76,674.2,141.61,141.61,3.4,2.91,2.65
2022,Manitoba,"Winnipeg, Manitoba",Total (house and land),141.25,168235.0,1191.04,4250.0,409.0,0012 - Senior government managers and officials,30.09,610.56,151.24,151.24,6.8,5.25,4.84
2020,Quebec,Quebec,Land only,105.75,105815.0,1000.61,14745.0,482.0,0011 - Legislators,139.43,570.02,136.96,136.95,0.73,1.77,1.88
2020,Ontario,"Hamilton, Ontario",Total (house and land),106.92,105815.0,989.67,17775.0,475.0,0011 - Legislators,166.25,577.96,136.96,136.95,0.73,1.77,1.88
2020,Alberta,"Calgary, Alberta",Land only,99.42,105815.0,1064.32,6200.0,436.0,0011 - Legislators,62.36,563.34,136.96,136.95,0.73,1.77,1.88
2018,Newfoundland and Labrador,Newfoundland and Labrador,House only,97.67,117625.0,1204.31,1100.0,310.0,0012 - Senior government managers and officials,11.26,607.79,133.38,133.36,2.27,1.94,1.88
2020,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,110.08,105815.0,961.26,14745.0,482.0,0011 - Legislators,133.95,547.61,136.96,136.95,0.73,1.77,1.88
2023,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",House only,152.58,181960.0,1192.55,29680.0,475.0,0011 - Legislators,194.52,693.54,157.11,157.11,3.89,3.89,4.02
2023,Manitoba,"Winnipeg, Manitoba",Total (house and land),140.58,181960.0,1294.35,1145.0,409.0,0012 - Senior government managers and officials,8.14,651.25,157.11,157.11,3.89,3.89,4.02
2023,Saskatchewan,"Saskatoon, Saskatchewan",Total (house and land),106.33,181960.0,1711.28,7140.0,386.0,0012 - Senior government managers and officials,67.15,889.22,157.11,157.11,3.89,3.89,4.02
2023,British Columbia,British Columbia,Total (house and land),126.75,181960.0,1435.58,13760.0,470.0,0011 - Legislators,108.56,772.07,157.11,157.11,3.89,3.89,4.02
2019,Quebec,"Montréal, Quebec",House only,108.5,126555.0,1166.41,22435.0,482.0,0011 - Legislators,206.77,686.59,135.98,135.97,1.94,2.05,2.01
2021,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),110.83,152280.0,1374.0,4175.0,369.0,"0013 - Senior managers - financial, communications and other business services",37.67,705.84,141.61,141.61,3.4,2.91,2.65
2022,Quebec,"Québec, Quebec",House only,131.83,168235.0,1276.15,17755.0,482.0,0011 - Legislators,134.68,705.42,151.24,151.24,6.8,5.25,4.84
2018,Ontario,"Oshawa, Ontario",House only,102.83,117625.0,1143.88,27435.0,475.0,0011 - Legislators,266.8,705.34,133.38,133.36,2.27,1.94,1.88
2019,Prince Edward Island,Prince Edward Island,House only,101.0,126555.0,1253.02,1490.0,250.0,0011 - Legislators,14.75,633.89,135.98,135.97,1.94,2.05,2.01
2022,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Total (house and land),104.58,168235.0,1608.67,3240.0,310.0,0012 - Senior government managers and officials,30.98,819.83,151.24,151.24,6.8,5.25,4.84
2022,British Columbia,"Kelowna, British Columbia",House only,126.42,168235.0,1330.76,12545.0,470.0,0011 - Legislators,99.23,715.0,151.24,151.24,6.8,5.25,4.84
2018,Ontario,"Oshawa, Ontario",Total (house and land),103.75,117625.0,1133.73,27435.0,475.0,0011 - Legislators,264.43,699.08,133.38,133.36,2.27,1.94,1.88
2019,British Columbia,"Vancouver, British Columbia",Land only,105.08,126555.0,1204.37,15480.0,470.0,0011 - Legislators,147.32,675.84,135.98,135.97,1.94,2.05,2.01
2020,British Columbia,British Columbia,House only,106.92,105815.0,989.67,7240.0,470.0,0011 - Legislators,67.71,528.69,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"Hamilton, Ontario",Land only,105.0,152280.0,1450.29,22675.0,475.0,0011 - Legislators,215.95,833.12,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"London, Ontario",Land only,111.17,152280.0,1369.79,22675.0,475.0,0011 - Legislators,203.97,786.88,141.61,141.61,3.4,2.91,2.65
2022,Nova Scotia,Atlantic Region,Total (house and land),116.08,168235.0,1449.3,8140.0,391.0,0012 - Senior government managers and officials,70.12,759.71,151.24,151.24,6.8,5.25,4.84
2023,Quebec,"Trois-Rivières, Quebec",Total (house and land),111.0,181960.0,1639.28,13935.0,482.0,0011 - Legislators,125.54,882.41,157.11,157.11,3.89,3.89,4.02
2015,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.0,96265.0,962.65,1030.0,369.0,"0013 - Senior managers - financial, communications and other business services",10.3,486.47,126.57,126.56,1.13,1.63,1.77
2016,Saskatchewan,"Regina, Saskatchewan",Total (house and land),99.92,103720.0,1038.03,6020.0,386.0,0012 - Senior government managers and officials,60.25,549.14,128.37,128.38,1.44,1.82,1.99
2016,Alberta,"Calgary, Alberta",Land only,98.75,103720.0,1050.33,7035.0,436.0,0011 - Legislators,71.24,560.79,128.37,128.38,1.44,1.82,1.99
2017,Nova Scotia,Atlantic Region,Total (house and land),99.5,108870.0,1094.17,2900.0,391.0,0012 - Senior government managers and officials,29.15,561.66,130.42,130.43,1.6,1.44,1.63
2017,Saskatchewan,"Saskatoon, Saskatchewan",House only,98.25,108870.0,1108.09,4950.0,386.0,0012 - Senior government managers and officials,50.38,579.24,130.42,130.43,1.6,1.44,1.63
2019,Ontario,"Toronto, Ontario",House only,99.08,126555.0,1277.3,29875.0,475.0,0011 - Legislators,301.52,789.41,135.98,135.97,1.94,2.05,2.01
2019,Alberta,"Calgary, Alberta",Land only,99.67,126555.0,1269.74,5500.0,436.0,0011 - Legislators,55.18,662.46,135.98,135.97,1.94,2.05,2.01
2020,,Canada,Land only,105.67,105815.0,1001.37,,,,,,136.96,136.95,0.73,1.77,1.88
2020,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),103.17,105815.0,1025.64,2510.0,369.0,"0013 - Senior managers - financial, communications and other business services",24.33,524.99,136.96,136.95,0.73,1.77,1.88
2021,Saskatchewan,Saskatchewan,House only,100.08,152280.0,1521.58,6115.0,386.0,0012 - Senior government managers and officials,61.1,791.34,141.61,141.61,3.4,2.91,2.65
2023,Quebec,"Québec, Quebec",Total (house and land),128.42,181960.0,1416.91,13935.0,482.0,0011 - Legislators,108.51,762.71,157.11,157.11,3.89,3.89,4.02
2019,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),100.92,126555.0,1254.01,2225.0,369.0,"0013 - Senior managers - financial, communications and other business services",22.05,638.03,135.98,135.97,1.94,2.05,2.01
2019,Manitoba,"Winnipeg, Manitoba",Land only,101.0,126555.0,1253.02,8615.0,409.0,0012 - Senior government managers and officials,85.3,669.16,135.98,135.97,1.94,2.05,2.01
2022,Prince Edward Island,Prince Edward Island,Total (house and land),121.25,168235.0,1387.51,2290.0,250.0,0011 - Legislators,18.89,703.2,151.24,151.24,6.8,5.25,4.84
2022,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.0,168235.0,1617.64,17755.0,482.0,0011 - Legislators,170.72,894.18,151.24,151.24,6.8,5.25,4.84
2022,Saskatchewan,"Saskatoon, Saskatchewan",Total (house and land),107.67,168235.0,1562.51,8910.0,386.0,0012 - Senior government managers and officials,82.75,822.63,151.24,151.24,6.8,5.25,4.84
2023,New Brunswick,New Brunswick,Land only,102.0,181960.0,1783.92,8210.0,369.0,"0013 - Senior managers - financial, communications and other business services",80.49,932.21,157.11,157.11,3.89,3.89,4.02
2017,Ontario,Ontario,Total (house and land),102.92,108870.0,1057.81,26770.0,475.0,0011 - Legislators,260.1,658.95,130.42,130.43,1.6,1.44,1.63
2017,Alberta,Prairie Region,House only,99.92,108870.0,1089.57,5980.0,436.0,0011 - Legislators,59.85,574.71,130.42,130.43,1.6,1.44,1.63
